time,cur_vx,cur_vy,cur_vz,cur_wx,cur_wy,cur_wz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz
1756188344.6258678,0.019376218961559107,-0.09569206334761582,0.3827233602387093,-0.6569516158500552,-1.1328675126359986,-0.34214873759276565,-0.16885924034428432,0.4559761596798035,-1.804441442021866,-0.06012762632069414,0.14628242366175181,0.006945320915834954,5.301056204091702,0.12467655838410818,-0.21076642211295543,-0.29405820246796116,-0.5555969913854124,-1.0347193172776281
1756188344.6820955,0.015084966742563079,-0.05243450459852705,0.14445531198160608,0.7273524559088264,1.1233415974910768,0.04558314219396061,-0.16835604894543674,0.45422709439069237,-1.7996228254649005,-0.035908995558955825,0.1837827638728958,0.006661635353858844,4.823224135939585,-0.5308709032210027,-1.3226528355082685,1.09686947065616,1.6514331750441755,-0.6741428051610665
1756188344.7339652,0.02655819751014469,-0.05315148720753098,0.2659077922207313,0.5491305678542067,1.2634454605992331,0.05922225085312396,-0.16861967005592834,0.45739519177851623,-1.8083380756758394,-0.018120812589216283,0.22676144307974083,0.01748877637472188,5.127556892627918,0.053027145606368294,-0.7216880682105073,0.9708432837440766,1.7366051768920232,-0.6639359011541892
1756188344.7934575,0.03446044679096106,-0.1481233918316729,0.5271673685100335,0.07592157262340199,-0.013177175438595787,-0.2950272361224361,-0.16835604894543674,0.45422709439069237,-1.7996228254649005,-0.035908995558955825,0.1837827638728958,0.006661635353858844,6.1605844810911865,-1.1444580079007176,-0.7979904806574063,0.42335136533368295,0.6188556915518518,-1.1624986725583373
1756188344.8474736,-0.008256105378260476,0.0661399181182958,-0.2652557627706616,0.472449888936611,1.2936473765864143,0.3530626892790353,-0.16863145100489113,0.4564333488929528,-1.8084710632237768,-0.017934359327927994,0.22723682571037862,0.017500143499617576,5.622216980354723,-0.12139999198121286,-1.8682962528147118,0.9432805647076143,2.1745855692428724,-0.7184565456920168
1756188344.8990934,-0.019376080471955277,0.09569137939808113,-0.3827206247614399,0.6569469203535193,1.1328594155777785,0.34214629211858855,-0.16950557565877553,0.4591681735593327,-1.817208000032682,-0.03661236722640153,0.1845788242596403,0.016649637043211353,6.050454452333505,-0.5151182779291243,-1.8159043857839807,1.0670615976357052,1.7364089382463983,-0.6132124564130255
1756188344.9493842,0.0700868456414443,-0.20814496075499175,0.884799835764677,-0.6411357226209131,1.5683634745495205,0.19973958265784367,-0.1671676619881069,0.45222500262937826,-1.7876933940762059,-0.05710369656238014,0.23714907057529025,0.020949231946433267,4.472014041556914,-0.38879328671541713,-1.2641610071116531,-0.34915388993306057,2.2243117135164514,-0.545178055694877
1756188345.0050542,0.01711798997897871,-0.08627076042273592,0.245683007016299,18.869841403914855,-4.985236990872292,0.04970854944169827,-0.16828822493530612,0.45309837241586987,-1.7962460415745773,0.5680973566718659,-0.012457489391383967,-0.03261890703585171,5.397099565558652,-0.34173784717575034,-0.723445183522696,19.860935563684,-4.555285641685353,-0.7671204501102975
1756188345.0555222,0.0,0.0,0.0,0.0,0.0,0.0,-0.16950557565877553,0.4591681735593327,-1.817208000032682,-0.03661236722640153,0.1845788242596403,0.016649637043211353,4.640823416840824,-0.49714049711632363,-1.9341328426755857,0.46414083196131223,0.7946106083913952,-1.0647525186107545
1756188345.1170783,0.0,0.0,0.0,0.0,0.0,0.0,-0.16950557565877553,0.4591681735593327,-1.817208000032682,-0.03661236722640153,0.1845788242596403,0.016649637043211353,5.936303804884467,-0.9224105978628114,-1.4055668481121584,0.4149066790356077,0.6148677496704817,-0.9434415969467778
1756188345.168867,0.0,0.0,0.0,0.0,0.0,0.0,-0.16885924034428432,0.4559761596798035,-1.804441442021866,-0.06012762632069414,0.14628242366175181,0.006945320915834954,5.5051698524275565,-0.8636198933408287,-1.5653860905772967,0.4100916439209587,0.5660145729154034,-0.9495844261143163
1756188345.224488,-0.026204834017953794,0.08198559110788976,-0.26191914149236506,-0.5546379565298644,-1.2776793348738733,-0.05982498875028994,-0.16950557565877553,0.4591681735593327,-1.817208000032682,-0.03661236722640153,0.1845788242596403,0.016649637043211353,6.166102548772174,0.32139749683849295,-1.0890641485587178,1.6262354880068473,3.067091616074682,-0.5722529110701802
1756188345.2783144,0.0,0.0,0.0,0.0,0.0,0.0,-0.16950557565877553,0.4591681735593327,-1.817208000032682,-0.03661236722640153,0.1845788242596403,0.016649637043211353,5.679544201364122,-1.3147309820659483,-1.8225013947859672,0.37700425213949634,0.7835229623138892,-1.0045964562621892
1756188345.3298514,0.012520994209030953,-0.035490258305176416,0.22302240468388845,-15.751724194938708,5.246031235041027,0.23595579430907154,-0.16885924034428432,0.4559761596798035,-1.804441442021866,-0.06012762632069414,0.14628242366175181,0.006945320915834954,5.633024816900097,-0.39439419661015246,-2.0653288559246974,-15.390125865589294,5.946714388084007,-0.8579654448257283
1756188345.381476,-0.019375941984331114,0.09569069545832329,-0.38271788932327333,0.656942224924104,1.1328513186353035,0.3421438466793688,-0.16950557565877553,0.4591681735593327,-1.817208000032682,-0.03661236722640153,0.1845788242596403,0.016649637043211353,4.9441341360587305,-1.020946346732353,-2.0090990416177847,1.1035562898225342,1.760316485386125,-0.5994007064454937
